sampleID,Psi3_Junctions,Psi5_Junctions,Theta_Junctions,All_Junctions,Jaccard_Junctions,Psi3_Junctions_01,Psi5_Junctions_01,Theta_Junctions_01,All_Junctions_01,Jaccard_Junctions_01,Psi3_Junctions_001,Psi5_Junctions_001,Theta_Junctions_001,All_Junctions_001,Jaccard_Junctions_001,Psi3_Junctions_1e_6,Psi5_Junctions_1e_6,Theta_Junctions_1e_6,All_Junctions_1e_6,Jaccard_Junctions_1e_6,Psi3_Genes,Psi5_Genes,Theta_Genes,All_Genes,Jaccard_Genes,Psi3_Genes_01,Psi5_Genes_01,Theta_Genes_01,All_Genes_01,Jaccard_Genes_01,Psi3_Genes_001,Psi5_Genes_001,Theta_Genes_001,All_Genes_001,Jaccard_Genes_001,Psi3_Genes_1e_6,Psi5_Genes_1e_6,Theta_Genes_1e_6,All_Genes_1e_6,Jaccard_Genes_1e_6,no_theta_juncs_in_MIGs,no_jaccard_juncs_in_MIGs,no_MIGs_with_theta_juncs
UDN600230,77,73,13,163,5,41,46,5,92,5,18,23,3,44,5,5,7,1,13,2,54,53,13,109,2,33,34,5,64,2,16,17,3,33,2,4,3,1,6,1,0,0,0
RD379,74,58,21,153,2,45,40,10,95,1,23,19,5,47,1,10,6,2,18,0,53,43,15,103,1,31,30,6,60,1,13,15,4,28,1,6,3,2,9,0,3,0,2
RD421,74,62,27,163,4,38,36,15,89,2,19,24,7,50,0,5,2,2,9,0,45,45,21,96,3,21,26,11,49,1,12,17,4,29,0,2,0,1,3,0,1,0,1
UDN550488.Aligned.sortedByCoord.out.bam,73,60,478,611,109,61,50,420,531,84,46,38,336,420,67,24,27,219,270,34,38,32,253,282,91,36,28,223,252,69,26,21,186,206,54,14,14,124,138,27,389,82,209
GSS215019,72,47,7,126,2,48,26,4,78,2,21,17,3,41,2,4,4,1,9,1,56,34,5,88,0,35,20,3,52,0,13,13,2,25,0,1,3,0,3,0,0,0,0
GSS198417,70,95,16,181,0,36,53,6,95,0,20,30,4,54,0,7,1,1,9,0,52,65,14,122,0,30,38,6,69,0,16,23,4,39,0,5,1,1,7,0,2,0,2
RD145,69,62,24,155,7,42,29,11,82,4,19,12,3,34,0,5,1,0,6,0,50,41,21,102,6,29,18,9,51,4,14,9,2,23,0,5,1,0,6,0,0,0,0
RD376,69,72,33,174,3,44,53,17,114,1,19,20,6,45,1,3,7,2,12,0,39,42,20,96,2,28,29,8,62,1,12,15,2,28,1,2,6,0,8,0,3,0,3
RD445,69,93,35,197,1,39,55,16,110,0,15,35,5,55,0,1,6,0,7,0,48,67,28,134,1,27,41,11,75,0,12,25,2,37,0,1,5,0,6,0,2,0,2
RD464,69,79,72,220,10,35,54,39,128,8,21,20,15,56,7,7,9,1,17,3,42,52,50,134,4,17,32,26,68,3,8,11,8,23,2,3,5,0,6,1,3,0,3
RD454,66,53,23,142,4,36,29,18,83,4,22,23,4,49,4,10,7,2,19,1,43,29,15,76,2,23,12,13,41,2,13,7,2,19,2,5,4,1,8,1,0,0,0
GSS153634,64,73,1,138,7,32,47,1,80,7,17,27,1,45,5,5,8,0,13,2,48,52,1,95,3,26,33,1,56,3,14,17,1,30,2,3,3,0,5,2,0,0,0
GSS225379,64,74,354,492,159,43,48,310,401,136,27,26,281,334,114,15,14,167,196,48,46,52,216,290,131,30,33,189,235,113,17,19,168,191,96,9,10,103,113,44,281,123,174
GSS298499,64,50,20,134,1,49,26,11,86,0,28,12,3,43,0,2,1,0,3,0,52,37,16,95,1,40,18,10,62,0,24,8,2,30,0,2,1,0,3,0,0,0,0
RD373,63,64,38,165,2,42,34,19,95,2,23,8,9,40,0,5,1,4,10,0,41,44,26,103,2,25,25,13,58,2,15,6,5,24,0,3,1,3,6,0,1,0,1
UDN261975,62,76,18,156,1,29,40,10,79,1,18,24,4,46,1,3,10,1,14,1,45,58,16,108,1,22,29,8,55,1,13,18,3,31,1,2,8,0,10,1,0,0,0
RD404,61,34,12,107,4,49,21,4,74,4,29,8,3,40,3,13,6,2,21,1,39,21,9,66,1,30,10,3,42,1,12,2,2,15,1,3,2,1,5,1,0,0,0
UDN883285,61,83,11,155,3,36,38,5,79,1,20,16,1,37,1,3,4,1,8,0,48,62,10,113,1,29,29,4,59,1,16,11,0,26,1,3,3,0,6,0,1,0,1
RD399,60,69,21,150,5,34,43,12,89,3,20,22,6,48,1,11,10,1,22,1,43,50,12,99,3,25,29,7,56,2,13,16,3,30,0,5,6,0,10,0,1,1,1
UDN819505,60,90,31,181,5,39,52,16,107,4,25,26,5,56,4,7,7,0,14,2,46,67,24,122,1,32,40,10,72,1,18,21,3,38,1,5,7,0,11,0,1,0,1
UDN238929.Aligned.sortedByCoord.out.bam,59,53,325,437,46,49,41,272,362,38,37,31,210,278,30,18,13,104,135,11,30,28,190,220,41,24,25,160,187,33,18,20,126,146,26,7,9,68,78,11,266,36,160
RD407,58,50,19,127,1,36,34,9,79,1,21,19,6,46,1,6,9,0,15,0,44,33,15,84,1,29,21,9,55,1,16,9,6,27,1,4,4,0,6,0,0,0,0
RD546,58,65,38,161,2,29,37,13,79,2,9,21,4,34,2,5,4,0,9,0,43,46,31,115,1,22,30,11,59,1,7,18,4,29,1,5,3,0,8,0,3,0,2
RD411,57,43,18,118,0,40,17,9,66,0,28,13,2,43,0,5,5,0,10,0,46,32,12,84,0,31,12,5,44,0,23,8,1,28,0,3,3,0,4,0,1,0,1
UDN825711,57,48,13,118,0,29,21,5,55,0,13,9,2,24,0,5,2,0,7,0,45,34,13,86,0,24,15,5,40,0,10,6,2,17,0,3,1,0,3,0,0,0,0
GSS253639,55,56,9,120,5,32,46,5,83,4,19,25,4,48,1,13,9,2,24,1,42,44,5,80,3,23,36,2,53,2,13,17,2,26,1,8,5,1,11,1,2,0,2
UDN817315,55,72,21,148,9,39,44,6,89,7,24,26,4,54,6,16,8,0,24,5,41,48,18,97,5,29,28,3,52,4,18,15,2,29,4,10,4,0,10,3,1,2,1
UDN805546,54,55,13,122,6,31,37,7,75,6,22,17,1,40,6,7,7,1,15,5,39,41,10,82,3,22,27,6,51,3,14,12,0,23,3,4,2,0,4,3,0,0,0
RD401,52,52,11,115,0,38,34,6,78,0,22,19,4,45,0,5,7,1,13,0,37,36,10,71,0,27,24,5,49,0,14,12,3,25,0,2,4,1,6,0,1,0,1
RD268,51,50,387,488,228,39,42,350,431,205,31,32,295,358,171,22,22,172,216,83,22,22,215,240,186,15,18,201,220,171,9,14,176,190,143,5,8,107,114,72,314,165,181
UDN887753,51,68,15,134,5,22,38,6,66,5,11,21,2,34,4,1,2,0,3,2,40,49,14,96,4,16,27,6,45,4,8,15,2,22,4,1,2,0,3,2,0,0,0
UDN071948,50,46,10,106,0,42,25,5,72,0,21,16,0,37,0,3,4,0,7,0,38,36,10,81,0,33,19,5,54,0,14,12,0,24,0,2,2,0,4,0,0,0,0
GSS137627,48,69,1,118,2,31,49,1,81,2,14,26,1,41,2,5,9,0,14,2,34,54,1,83,2,20,38,1,56,2,8,22,1,29,2,4,8,0,10,2,0,0,0
RD471,48,56,29,133,3,36,39,13,88,3,27,19,6,52,2,9,6,1,16,1,30,31,18,72,1,20,20,8,42,1,14,8,3,22,1,4,2,0,4,1,0,0,0
UDN160921,48,53,16,117,7,30,35,6,71,7,17,21,4,42,7,5,8,0,13,4,35,34,14,77,5,21,22,5,43,5,10,12,3,22,5,3,4,0,4,3,0,0,0
UDN696046.Aligned.sortedByCoord.out.bam,48,49,25,122,5,43,38,21,102,5,36,30,18,84,4,25,17,9,51,1,19,17,16,42,3,18,13,12,35,3,13,9,12,28,3,8,5,8,18,1,0,0,0
UDN765513.Aligned.sortedByCoord.out.bam,48,67,35,150,6,46,54,28,128,6,41,43,21,105,5,23,19,7,49,3,14,29,19,50,6,13,26,14,43,6,12,21,11,34,5,8,9,3,16,3,0,1,0
RD357,47,40,33,120,0,32,21,23,76,0,18,9,18,45,0,7,3,11,21,0,29,28,20,71,0,20,14,12,44,0,10,6,9,25,0,4,2,5,11,0,0,0,0
RD359,46,46,36,128,18,35,27,22,84,17,24,13,18,55,13,13,5,5,23,6,31,29,23,80,16,23,15,15,51,15,16,8,13,36,12,10,4,3,17,6,0,0,0
RD400,46,46,12,104,1,31,22,4,57,1,18,12,0,30,1,6,5,0,11,0,34,29,8,66,0,24,14,2,36,0,14,7,0,18,0,4,3,0,5,0,0,0,0
RD436,46,45,18,109,5,32,24,10,66,5,16,18,6,40,5,8,6,0,14,1,27,26,11,56,3,19,17,8,38,3,11,12,5,24,3,6,4,0,8,1,0,0,0
UDN853546,46,58,16,120,0,21,33,7,61,0,11,13,4,28,0,3,1,1,5,0,34,45,14,92,0,17,23,6,46,0,9,11,4,24,0,2,1,1,4,0,0,0,0
GSS258509,45,47,4,96,1,31,30,1,62,1,6,15,0,21,1,3,5,0,8,0,31,31,2,56,1,21,20,0,35,1,4,8,0,10,1,2,4,0,4,0,1,0,1
RD433,45,31,14,90,1,25,18,7,50,1,12,7,3,22,1,4,1,1,6,0,30,20,8,51,1,19,12,4,33,1,8,5,3,15,1,3,1,1,5,0,1,0,1
RD441,45,44,20,109,1,20,25,14,59,1,9,14,9,32,1,5,4,0,9,1,30,26,12,64,1,11,12,9,30,1,4,7,5,15,1,1,0,0,1,1,1,0,1
UDN036035,45,43,8,96,1,15,19,6,40,1,9,10,1,20,1,1,1,0,2,0,31,26,6,60,1,12,15,5,30,1,7,7,1,14,1,1,1,0,2,0,0,0,0
UDN611907,44,48,22,114,6,27,32,6,65,2,20,16,2,38,0,5,6,0,11,0,34,38,20,87,4,21,26,5,47,2,16,13,2,28,0,3,4,0,5,0,2,0,2
GSS225009,43,40,16,99,10,33,27,6,66,5,11,7,5,23,4,7,5,0,12,2,24,26,13,56,7,19,18,6,39,3,6,5,5,14,2,4,3,0,6,1,0,0,0
UDN288905,43,49,51,143,0,25,22,22,69,0,11,12,10,33,0,2,2,0,4,0,34,43,47,122,0,20,20,21,61,0,10,11,9,30,0,2,2,0,4,0,1,0,1
RD377,42,30,9,81,0,27,19,5,51,0,16,11,3,30,0,7,2,0,9,0,22,19,3,38,0,13,11,2,23,0,8,5,2,13,0,3,1,0,3,0,0,0,0
RD468,42,44,32,118,6,24,25,23,72,1,18,17,15,50,1,3,6,5,14,1,27,25,19,64,4,15,16,13,42,1,11,10,8,27,1,2,4,2,7,1,0,0,0
RD372,41,31,12,84,6,29,24,11,64,4,14,16,7,37,2,3,5,3,11,2,24,20,4,44,3,17,13,3,29,2,8,7,1,13,2,2,4,1,6,2,0,0,0
UDN395773,41,44,24,109,0,27,26,6,59,0,11,11,2,24,0,2,1,0,3,0,34,36,20,84,0,23,23,6,48,0,10,11,2,21,0,2,1,0,3,0,2,0,2
GSS298419,39,31,7,77,1,25,22,3,50,0,13,8,2,23,0,2,2,0,4,0,31,24,6,54,1,19,18,2,35,0,11,6,1,16,0,2,2,0,3,0,0,0,0
RD221,38,31,61,130,223,25,23,42,90,189,14,17,25,56,118,0,12,8,20,34,18,15,48,78,167,12,10,36,56,140,6,7,20,32,98,0,4,7,11,28,0,4,0
RD437,38,40,7,85,4,23,24,4,51,4,21,14,2,37,4,8,6,1,15,3,19,26,6,47,3,11,13,3,26,3,9,6,2,16,3,3,4,1,7,2,0,0,0
UDN202122,38,50,32,120,1,18,30,17,65,1,8,11,4,23,0,1,4,0,5,0,30,37,29,91,1,15,20,16,50,1,8,5,4,17,0,1,1,0,2,0,3,0,3
RD440,37,49,19,105,6,29,29,12,70,4,10,14,4,28,3,4,5,1,10,3,27,36,15,73,4,21,20,9,46,3,7,11,3,20,2,3,3,1,6,2,1,0,1
UDN663925,37,29,16,82,2,22,14,5,41,0,10,3,1,14,0,1,0,0,1,0,29,23,13,60,2,19,11,5,32,0,10,3,1,13,0,1,0,0,1,0,0,0,0
RD452,36,37,13,86,1,25,28,7,60,1,12,20,6,38,1,6,13,2,21,1,24,25,9,54,0,15,18,4,34,0,5,12,3,18,0,3,6,1,8,0,0,0,0
UDN038186,36,38,8,82,3,22,22,6,50,1,13,13,1,27,1,2,4,0,6,0,29,29,4,55,1,17,15,2,31,0,11,8,1,18,0,1,1,0,2,0,1,0,1
UDN994504.Aligned.sortedByCoord.out.bam,36,31,26,93,4,31,25,16,72,1,28,22,11,61,1,17,14,5,36,1,18,15,17,43,2,16,12,13,34,1,13,9,8,25,1,10,7,3,17,1,0,0,0
GSS293189,35,33,2,70,3,23,22,2,47,2,15,14,2,31,1,6,5,0,11,0,23,22,2,45,2,15,14,2,29,1,10,8,2,18,0,4,3,0,5,0,0,0,0
RD358,35,35,10,80,8,19,20,8,47,5,9,14,5,28,3,6,3,2,11,2,22,23,8,49,4,12,15,6,30,2,6,11,4,18,1,3,2,2,6,1,0,0,0
RD365,35,43,19,97,5,18,20,13,51,5,11,9,4,24,5,1,0,3,4,1,25,27,13,62,4,12,12,10,31,4,9,6,4,17,4,1,0,3,4,1,1,0,1
RD369,33,39,16,88,1,26,24,13,63,1,23,11,11,45,0,13,8,4,25,0,13,23,8,39,1,9,12,7,24,1,7,6,5,15,0,5,3,2,7,0,0,0,0
UDN245313,33,29,7,69,2,16,20,4,40,1,8,10,3,21,1,0,0,0,0,1,21,18,5,41,2,9,12,2,23,1,3,6,1,10,1,0,0,0,0,1,2,1,1
RD389,32,32,6,70,7,22,23,4,49,6,15,16,0,31,5,9,14,0,23,4,14,18,5,34,2,9,11,4,22,2,6,6,0,11,2,2,6,0,7,1,0,0,0
RD438,32,29,10,71,7,16,22,7,45,5,9,9,3,21,4,7,4,1,12,1,27,21,8,53,5,13,15,6,33,3,7,6,3,15,3,5,2,1,8,1,0,0,0
GSS193187,30,29,3,62,0,15,19,2,36,0,11,9,2,22,0,3,1,2,6,0,24,25,2,49,0,13,17,1,31,0,9,9,1,19,0,2,1,1,4,0,0,0,0
RD392,30,25,11,66,0,15,13,9,37,0,11,6,7,24,0,4,0,1,5,0,19,20,7,42,0,10,10,5,25,0,7,5,4,16,0,3,0,1,4,0,0,0,0
RD434,30,23,5,58,4,18,14,3,35,3,9,10,3,22,3,5,4,0,9,1,18,13,4,33,3,11,8,3,21,2,4,6,3,12,2,3,2,0,4,1,0,0,0
RD442,30,22,7,59,2,15,13,1,29,2,11,9,0,20,2,5,1,0,6,1,23,16,5,42,1,11,10,1,21,1,7,7,0,14,1,4,1,0,5,1,0,0,0
GSS126744,29,26,8,63,4,13,11,6,30,3,7,5,5,17,3,5,0,3,8,1,18,18,6,38,2,8,9,4,19,1,5,4,3,11,1,3,0,1,3,1,1,0,1
UDN714100.Aligned.sortedByCoord.out.bam,29,21,9,59,7,21,17,7,45,7,17,11,4,32,5,12,11,2,25,0,12,9,3,21,4,10,7,2,16,4,8,3,1,11,3,7,3,0,9,0,0,0,0
GSS151814,28,25,2,55,5,23,19,2,44,5,14,14,2,30,5,8,6,1,15,3,17,16,2,28,3,14,12,2,22,3,9,8,2,14,3,5,3,1,7,2,0,0,0
RD408,28,38,19,85,5,21,24,13,58,4,13,21,8,42,3,4,12,2,18,3,18,25,13,48,3,12,16,10,32,3,6,13,7,24,2,1,6,2,9,2,0,0,0
UDN723153,28,21,7,56,2,14,11,0,25,2,11,9,0,20,2,4,2,0,6,1,21,15,7,40,1,10,8,0,17,1,7,6,0,12,1,2,2,0,4,1,0,0,0
GSS184494,27,28,35,90,14,14,18,27,59,11,10,12,19,41,11,3,8,9,20,6,20,18,19,50,7,11,12,12,30,6,8,8,4,18,6,2,4,1,7,3,1,1,1
RD403,27,31,12,70,3,16,15,9,40,3,10,7,7,24,3,7,0,3,10,2,18,13,6,35,2,11,6,3,19,2,6,2,2,9,2,4,0,2,5,2,0,1,0
RD374,26,23,21,70,4,11,10,15,36,4,7,8,11,26,3,4,6,4,14,1,18,14,13,42,3,8,5,9,20,3,5,3,7,14,3,2,3,3,7,1,0,0,0
RD378,26,16,11,53,1,14,14,4,32,0,6,10,0,16,0,5,2,0,7,0,12,8,6,23,1,5,6,2,11,0,3,3,0,5,0,2,1,0,2,0,0,0,0
RD397,26,34,17,77,0,15,22,12,49,0,7,16,6,29,0,2,4,1,7,0,18,20,14,45,0,9,13,10,28,0,5,9,6,17,0,2,3,1,4,0,3,0,3
RD402,26,10,17,53,3,12,6,9,27,3,8,5,4,17,3,7,3,2,12,1,18,7,12,35,2,6,4,5,14,2,4,3,3,9,2,3,1,1,4,1,1,0,1
RD423,26,40,23,89,3,18,21,12,51,2,13,12,6,31,1,4,0,2,6,0,15,27,18,58,1,9,15,11,34,0,4,8,5,16,0,1,0,1,2,0,1,0,1
RD425,26,32,11,69,1,17,15,4,36,1,9,9,1,19,1,1,1,0,2,1,21,23,9,50,1,13,10,3,25,1,7,6,1,13,1,0,1,0,1,1,0,0,0
GSS115017,25,20,2,47,2,10,9,0,19,2,5,6,0,11,1,3,3,0,6,0,19,14,1,32,1,8,7,0,14,1,3,5,0,7,1,1,2,0,2,0,0,0,0
GSS151817,25,31,7,63,7,17,18,6,41,5,10,6,5,21,4,7,3,4,14,3,16,21,5,40,2,8,12,4,23,2,3,2,3,7,2,2,0,2,3,2,0,0,0
RD360,25,22,6,53,2,14,15,5,34,2,12,13,3,28,2,8,4,1,13,1,15,15,3,31,2,6,10,3,18,2,5,9,1,15,2,4,3,0,7,1,0,0,0
RD443,25,15,14,54,2,21,14,9,44,2,17,6,5,28,2,3,0,3,6,0,14,10,9,25,2,12,9,6,21,2,10,4,5,16,2,2,0,3,5,0,0,0,0
UDN905116,25,27,1,53,5,12,24,0,36,4,12,20,0,32,4,7,11,0,18,2,14,16,1,28,2,6,13,0,17,2,6,9,0,13,2,3,5,0,6,2,0,0,0
RD375,24,27,13,64,2,15,18,9,42,2,7,6,5,18,2,2,3,2,7,1,13,20,6,36,1,8,13,4,22,1,5,4,3,11,1,1,2,2,4,1,0,0,0
UDN231469,24,19,11,54,0,11,9,6,26,0,3,5,3,11,0,2,0,0,2,0,20,13,10,42,0,9,4,5,18,0,2,3,2,7,0,1,0,0,1,0,0,0,0
RD361,23,24,11,58,2,16,15,6,37,2,9,9,2,20,1,5,3,0,8,1,13,17,9,36,2,9,11,5,25,2,5,6,2,13,1,2,1,0,3,1,0,0,0
RD371,23,31,9,63,1,17,20,3,40,1,12,12,2,26,1,0,3,0,3,1,13,15,7,32,1,8,9,2,17,1,6,6,1,12,1,0,3,0,3,1,0,0,0
RD427,23,33,20,76,3,17,25,8,50,3,11,15,3,29,2,5,5,2,12,2,16,21,14,46,2,12,15,5,28,2,6,8,2,14,1,3,3,1,5,1,1,0,1
UDN858265,23,18,5,46,4,13,13,0,26,1,4,11,0,15,1,2,3,0,5,1,16,16,4,34,4,8,11,0,18,1,2,9,0,10,1,1,2,0,2,1,0,0,0
GSS177894,22,30,3,55,6,21,13,2,36,4,17,5,1,23,3,3,2,0,5,1,15,21,2,34,4,14,10,1,22,2,10,3,1,12,2,2,1,0,3,1,0,0,0
GSS193967,22,21,1,44,1,13,7,0,20,0,4,5,0,9,0,2,0,0,2,0,17,14,0,30,0,11,5,0,15,0,3,3,0,6,0,1,0,0,1,0,0,0,0
RD410,22,24,15,61,2,10,10,2,22,2,5,6,1,12,2,3,2,0,5,2,15,18,7,38,1,6,7,2,13,1,3,5,1,8,1,2,1,0,2,1,0,0,0
GSS177897,21,31,3,55,0,9,18,0,27,0,3,8,0,11,0,1,1,0,2,0,19,27,3,48,0,7,16,0,23,0,2,7,0,9,0,1,1,0,2,0,1,0,1
GSS193964,21,14,1,36,1,15,12,1,28,1,7,5,1,13,1,4,3,1,8,0,15,10,0,22,1,11,9,0,18,1,5,3,0,6,1,2,2,0,2,0,0,0,0
RD364,21,18,8,47,3,15,8,4,27,2,9,7,2,18,1,4,5,1,10,1,13,8,5,23,1,8,3,3,13,1,6,2,1,8,1,1,2,1,3,1,2,1,2
RD405,21,24,10,55,0,12,16,6,34,0,10,10,6,26,0,3,3,1,7,0,11,13,3,24,0,4,10,0,12,0,4,5,0,7,0,1,2,0,2,0,0,0,0
UDN851779,21,16,2,39,0,11,12,2,25,0,5,4,1,10,0,1,4,0,5,0,13,10,1,22,0,7,7,1,13,0,2,2,1,4,0,1,2,0,2,0,0,0,0
RD041,20,17,26,63,14,12,14,19,45,11,9,12,12,33,10,5,6,9,20,5,9,5,12,18,7,5,5,10,15,4,4,5,6,11,4,2,2,3,5,4,0,0,0
RD211,20,18,13,51,2,16,11,11,38,2,7,9,11,27,2,6,4,3,13,1,9,7,3,14,1,7,3,3,11,1,4,3,3,8,1,3,1,1,4,1,0,0,0
RD395,20,26,14,60,1,13,15,5,33,1,4,6,3,13,1,2,3,1,6,0,11,16,9,31,1,6,8,4,14,1,2,4,2,6,1,1,2,1,3,0,0,0,0
UDN230652.Aligned.sortedByCoord.out.bam,20,38,19,77,3,14,28,15,57,2,13,22,13,48,1,11,11,3,25,0,12,16,8,27,3,7,13,7,20,2,6,12,6,18,1,6,7,2,11,0,0,0,0
RD043,19,14,26,59,13,14,12,19,45,11,8,9,12,29,8,4,9,6,19,4,8,7,10,18,5,8,6,7,17,5,5,5,4,11,4,2,5,3,8,2,0,0,0
RD199,19,4,4,27,0,19,4,3,26,0,13,2,1,16,0,11,2,1,14,0,6,1,2,7,0,6,1,1,7,0,5,1,0,5,0,4,1,0,4,0,0,0,0
RD363,19,14,10,43,6,12,10,3,25,5,9,6,3,18,4,6,5,2,13,4,13,8,7,25,3,9,5,2,13,2,6,3,2,8,1,4,2,1,5,1,0,0,0
RD370,19,9,11,39,1,14,8,8,30,1,11,6,4,21,1,6,4,1,11,1,10,7,7,20,1,7,6,5,14,1,5,4,1,8,1,2,2,1,3,1,1,0,1
RD386,19,10,16,45,6,13,5,16,34,5,12,4,11,27,4,4,3,4,11,3,11,6,10,26,5,8,3,10,21,4,7,2,6,15,3,3,2,3,8,3,1,0,1
RD426,19,20,9,48,3,14,14,6,34,2,12,12,4,28,2,6,6,2,14,1,13,13,6,28,2,9,9,3,17,1,7,7,2,12,1,3,3,1,5,1,0,0,0
RD446,19,16,9,44,1,8,9,5,22,1,4,4,1,9,0,0,1,0,1,0,12,12,6,27,1,5,7,4,14,1,2,4,1,6,0,0,1,0,1,0,1,0,1
RD222,18,21,12,51,10,18,20,5,43,8,16,18,5,39,5,4,4,3,11,2,6,8,6,17,4,6,8,3,14,3,6,6,3,13,2,1,1,2,4,1,0,0,0
RD362,18,14,19,51,4,12,6,14,32,4,7,5,8,20,3,5,5,4,14,2,10,5,11,25,2,6,2,8,16,2,3,1,5,9,2,1,1,3,5,2,2,1,1
RD048,17,17,21,55,16,9,16,17,42,13,5,12,12,29,11,1,8,4,13,5,6,4,8,12,9,4,4,7,11,6,3,4,7,10,5,1,3,3,5,3,0,0,0
RD248,17,9,11,37,4,17,7,9,33,4,12,7,8,27,4,4,7,1,12,3,5,2,5,10,1,5,2,4,9,1,2,2,3,5,1,2,2,0,3,1,0,0,0
RD366,17,14,6,37,1,7,11,3,21,1,6,4,2,12,1,4,4,0,8,1,13,5,5,23,1,6,4,2,12,1,5,2,2,9,1,3,2,0,5,1,0,0,0
RD429,17,7,8,32,0,12,7,6,25,0,8,4,4,16,0,2,4,1,7,0,12,4,4,19,0,9,4,2,14,0,6,2,2,9,0,1,2,0,2,0,0,0,0
RD444,17,14,17,48,6,4,11,9,24,4,3,6,9,18,2,2,2,6,10,0,9,8,7,23,2,2,7,2,11,2,1,4,2,7,1,0,2,2,4,0,0,0,0
RD206,16,2,9,27,2,15,2,9,26,2,5,2,6,13,2,2,2,3,7,2,5,1,6,11,2,5,1,6,11,2,4,1,3,7,2,1,1,1,2,2,0,0,0
RD310,16,4,15,35,1,14,4,14,32,1,8,4,7,19,1,6,0,5,11,0,4,2,8,11,1,4,2,7,10,1,3,2,3,6,1,2,0,2,3,0,1,0,1
RD355,16,16,22,54,1,10,11,18,39,0,6,8,13,27,0,0,4,4,8,0,10,10,7,25,0,5,7,5,15,0,2,4,3,9,0,0,2,1,3,0,0,0,0
RD045,15,14,12,41,6,13,14,10,37,5,12,13,9,34,4,9,6,5,20,1,6,6,7,15,4,6,6,6,14,3,6,5,6,14,2,4,3,4,10,1,0,0,0
RD046,15,12,14,41,11,13,8,11,32,8,11,4,4,19,6,1,3,0,4,3,5,4,9,13,6,5,2,7,11,5,5,2,4,9,4,0,1,0,1,3,0,0,0
